,a,b,w
300,6.0,7.0,8.68528558467
301,6.0,8.0,0.0129897717412
302,6.0,9.0,0.0977292306208
303,6.0,10.0,0.0190716594498
304,6.0,11.0,0.00595604341295
305,6.0,12.0,0.0421483030844
306,6.0,13.0,0.0239698187555
307,6.0,14.0,0.0335087793719
308,6.0,15.0,0.0116796455072
309,6.0,16.0,0.0862066991362
310,6.0,17.0,0.0646475575345
311,6.0,18.0,0.0606338842476
312,6.0,19.0,0.0841114354995
313,6.0,20.0,0.0347978776245
314,6.0,21.0,0.000888169947568
315,6.0,22.0,0.0414009276585
316,6.0,23.0,0.0163497691505
317,6.0,24.0,0.0363944830133
318,6.0,25.0,0.0124684957135
319,6.0,26.0,0.00342244237764
320,6.0,27.0,0.0183497633533
321,6.0,28.0,0.0177250676726
322,6.0,29.0,0.0544494336588
323,6.0,30.0,0.0325176269814
324,6.0,31.0,0.0587050845834
325,6.0,32.0,0.0279022121247
326,6.0,33.0,0.013189020785
327,6.0,34.0,0.00903945682358
328,6.0,35.0,0.0034782820891
329,6.0,36.0,0.00911837959766
330,6.0,37.0,0.0137487241318
331,6.0,38.0,0.0280669391556
332,6.0,39.0,0.0470813550638
333,6.0,40.0,0.0473561120431
334,6.0,41.0,0.0623432187253
335,6.0,42.0,0.0533522288149
336,6.0,43.0,0.00986179329524
337,6.0,44.0,0.0321314693991
338,6.0,45.0,0.0186108633335
339,6.0,46.0,0.0216681320175
340,6.0,47.0,0.120653510832
341,6.0,48.0,0.189707475656
342,6.0,49.0,0.000442396355019
343,7.0,0.0,0.0343971594335
344,7.0,1.0,0.0062580444065
345,7.0,2.0,0.00186292139931
346,7.0,3.0,0.00548544187798
347,7.0,4.0,0.00809747694989
348,7.0,5.0,0.00246729960407
349,7.0,6.0,7.12861572069
350,7.0,8.0,0.00543577144037
351,7.0,9.0,0.0577262855694
352,7.0,10.0,0.0088941568857
353,7.0,11.0,0.00458766736376
354,7.0,12.0,0.0165553890603
355,7.0,13.0,0.00915130777703
356,7.0,14.0,0.0154991698557
357,7.0,15.0,0.0075903326787
358,7.0,16.0,0.0504883580405
359,7.0,17.0,0.0281668014195
360,7.0,18.0,0.0374054309476
361,7.0,19.0,0.0216805112476
362,7.0,20.0,0.0103955749662
363,7.0,21.0,0.00025151413639
364,7.0,22.0,0.0243413434784
365,7.0,23.0,0.0114131732741
366,7.0,24.0,0.0252972627259
367,7.0,25.0,0.00626358230933
368,7.0,26.0,0.00262181113681
369,7.0,27.0,0.00906053601268
370,7.0,28.0,0.00866308663706
371,7.0,29.0,0.0147293163674
372,7.0,30.0,0.00840198022431
373,7.0,31.0,0.04309764057
374,7.0,32.0,0.0122868764927
375,7.0,33.0,0.00649730409481
376,7.0,34.0,0.00408929562112
377,7.0,35.0,0.00200285830854
378,7.0,36.0,0.00654634872803
379,7.0,37.0,0.00691188650682
380,7.0,38.0,0.00646441789451
381,7.0,39.0,0.0148840638401
382,7.0,40.0,0.0178588204733
383,7.0,41.0,0.0230930736264
384,7.0,42.0,0.0148416216216
385,7.0,43.0,0.00478391223475
386,7.0,44.0,0.0168915319496
387,7.0,45.0,0.00855440233502
388,7.0,46.0,0.00918114164406
389,7.0,47.0,0.0407050346601
390,7.0,48.0,0.085486749191
391,7.0,49.0,0.000378918970063
392,8.0,0.0,0.0537721566838
393,8.0,1.0,0.0748497869109
394,8.0,2.0,0.00696498431465
395,8.0,3.0,0.0639956000883
396,8.0,4.0,0.0330466427243
397,8.0,5.0,0.0440864904742
398,8.0,6.0,0.086198628245
399,8.0,7.0,0.0700801073065
400,8.0,9.0,0.102855762587
401,8.0,10.0,0.100409342603
402,8.0,11.0,0.74084198545
403,8.0,12.0,0.229215945966
404,8.0,13.0,0.0170307471475
405,8.0,14.0,0.0290196771842
406,8.0,15.0,0.111780647327
407,8.0,16.0,0.0676620752178
408,8.0,17.0,0.185010968446
409,8.0,18.0,0.111627932126
410,8.0,19.0,0.0189360866322
411,8.0,20.0,0.0264032118455
412,8.0,21.0,0.00206557956411
413,8.0,22.0,0.0412993774039
414,8.0,23.0,0.110308419451
415,8.0,24.0,0.045851228423
416,8.0,25.0,0.0275670939635
417,8.0,26.0,0.120085744772
418,8.0,27.0,0.0430965214912
419,8.0,28.0,0.0530256363578
420,8.0,29.0,0.0550865903897
421,8.0,30.0,3.15369311546
422,8.0,31.0,0.108835222993
423,8.0,32.0,0.0527382790828
424,8.0,33.0,0.0841826366797
425,8.0,34.0,0.0194080249465
426,8.0,35.0,0.00577562907989
427,8.0,36.0,0.01406701947
428,8.0,37.0,0.0222877350751
429,8.0,38.0,0.480191283385
430,8.0,39.0,0.0271397823972
431,8.0,40.0,0.0294154835779
432,8.0,41.0,0.0168912675535
433,8.0,42.0,0.28965389864
434,8.0,43.0,0.0471140353203
435,8.0,44.0,0.197530701179
436,8.0,45.0,0.0299834202929
437,8.0,46.0,0.223451832637
438,8.0,47.0,0.070554929737
439,8.0,48.0,0.590034016522
440,8.0,49.0,0.00253648761323
441,9.0,0.0,0.228441636395
442,9.0,1.0,0.0363797803932
443,9.0,2.0,0.0111501811117
444,9.0,3.0,0.0365717729807
445,9.0,4.0,0.0418533464775
446,9.0,5.0,0.0166708982718
447,9.0,6.0,0.248717164456
448,9.0,7.0,0.317582856744
449,9.0,8.0,0.0553015613912
450,9.0,10.0,0.0751183616271
451,9.0,11.0,0.0193486652273
452,9.0,12.0,0.148928570412
453,9.0,13.0,0.0227391271053
454,9.0,14.0,0.0693823868276
455,9.0,15.0,0.0710908439405
456,9.0,16.0,0.1088418201
457,9.0,17.0,0.407538267508
458,9.0,18.0,0.0790734539212
459,9.0,19.0,0.0613107623546
460,9.0,20.0,0.0320180399435
461,9.0,21.0,0.00177463009097
462,9.0,22.0,0.17721940737
463,9.0,23.0,0.0756313914063
464,9.0,24.0,0.0942667417582
465,9.0,25.0,0.0437550442131
466,9.0,26.0,0.0151003161088
467,9.0,27.0,0.0496757325835
468,9.0,28.0,0.0419522971897
469,9.0,29.0,0.143532058446
470,9.0,30.0,0.0755980245313
471,9.0,31.0,0.090081718874
472,9.0,32.0,0.0880088555586
473,9.0,33.0,0.0305722557572
474,9.0,34.0,0.0191255220573
475,9.0,35.0,0.00555813634746
476,9.0,36.0,0.0316028529834
477,9.0,37.0,0.0204637098198
478,9.0,38.0,0.0706749919201
479,9.0,39.0,0.0491301531424
480,9.0,40.0,0.0601529845755
481,9.0,41.0,0.0405153967101
482,9.0,42.0,0.25782930859
483,9.0,43.0,0.0413413692841
484,9.0,44.0,0.266377996823
485,9.0,45.0,0.0330704399633
486,9.0,46.0,0.167196045478
487,9.0,47.0,0.153331288713
488,9.0,48.0,4.32652165846
489,9.0,49.0,0.0030208999341
490,10.0,0.0,0.0866668676305
491,10.0,1.0,0.142156577739
492,10.0,2.0,0.00362019981023
493,10.0,3.0,0.789474649849
494,10.0,4.0,0.054854785715
495,10.0,5.0,0.00311901054674
496,10.0,6.0,0.0240154831269
497,10.0,7.0,0.0133860007763
498,10.0,8.0,0.0218838794274
499,10.0,9.0,0.0274291432593
500,10.0,11.0,0.00665692685416
501,10.0,12.0,0.210929729659
502,10.0,13.0,0.00781504376863
503,10.0,14.0,0.0298829114564
504,10.0,15.0,1.36484995347
505,10.0,16.0,0.0300066931363
506,10.0,17.0,0.0764499894295
507,10.0,18.0,0.0172278073097
508,10.0,19.0,0.008149764511
509,10.0,20.0,0.015872961684
510,10.0,21.0,0.00173655353717
511,10.0,22.0,0.00578786925796
512,10.0,23.0,6.2778187592
513,10.0,24.0,0.034180609979
514,10.0,25.0,0.036075194255
515,10.0,26.0,0.0112414041077
516,10.0,27.0,0.142208479247
517,10.0,28.0,0.0908285838742
518,10.0,29.0,0.0502918218892
519,10.0,30.0,0.0255004816254
520,10.0,31.0,0.0125554670402
521,10.0,32.0,0.0841055412662
522,10.0,33.0,0.3266274368
523,10.0,34.0,0.156333906204
524,10.0,35.0,0.000531656375642
525,10.0,36.0,0.0305719703257
526,10.0,37.0,0.00833618915385
527,10.0,38.0,0.0230082985363
528,10.0,39.0,0.0100848996425
529,10.0,40.0,0.0163585964104
530,10.0,41.0,0.00794474228446
531,10.0,42.0,2.25502376928
532,10.0,43.0,0.622930031993
533,10.0,44.0,0.239930982241
534,10.0,45.0,0.0140318864267
535,10.0,46.0,0.0880783850818
536,10.0,47.0,0.0332021190272
537,10.0,48.0,0.0845974658219
538,10.0,49.0,0.00484482075907
539,11.0,0.0,0.0416912789258
540,11.0,1.0,0.0386819309305
541,11.0,2.0,0.00487063272249
542,11.0,3.0,0.037619425565
543,11.0,4.0,0.0311574138029
544,11.0,5.0,0.0532066702219
545,11.0,6.0,0.0660986191516
546,11.0,7.0,0.0423066392159
547,11.0,8.0,0.668699095987
548,11.0,9.0,0.0530785174714
549,11.0,10.0,0.0568291965686
550,11.0,12.0,0.127889148095
551,11.0,13.0,0.0133030486987
552,11.0,14.0,0.0274678343929
553,11.0,15.0,0.0530391467886
554,11.0,16.0,0.0585534186022
555,11.0,17.0,0.11032735522
556,11.0,18.0,0.096823924567
557,11.0,19.0,0.0135370843184
558,11.0,20.0,0.020956270496
559,11.0,21.0,0.00166935256846
560,11.0,22.0,0.0278042945925
561,11.0,23.0,0.105610253232
562,11.0,24.0,0.0335744313965
563,11.0,25.0,0.0207437887724
564,11.0,26.0,0.0595317073738
565,11.0,27.0,0.0262141113918
566,11.0,28.0,0.0192781615857
567,11.0,29.0,0.0366927482402
568,11.0,30.0,0.882129922563
569,11.0,31.0,0.130703120205
570,11.0,32.0,0.0327520806715
571,11.0,33.0,0.0408198235982
572,11.0,34.0,0.0105085029655
573,11.0,35.0,0.00516452174311
574,11.0,36.0,0.016566097489
575,11.0,37.0,0.0151593628605
576,11.0,38.0,2.94930570097
577,11.0,39.0,0.0214179411856
578,11.0,40.0,0.0162387941545
579,11.0,41.0,0.0117473032755
580,11.0,42.0,0.120301129489
581,11.0,43.0,0.0377342845426
582,11.0,44.0,0.0978978918249
583,11.0,45.0,0.017665889365
584,11.0,46.0,0.0663918512768
585,11.0,47.0,0.0547041314491
586,11.0,48.0,0.298510837887
587,11.0,49.0,0.0014737315981
588,12.0,0.0,0.107288982397
589,12.0,1.0,0.051703554794
590,12.0,2.0,0.00718019705255
591,12.0,3.0,0.10885701335
592,12.0,4.0,0.0574247163452
593,12.0,5.0,0.0069221932417
594,12.0,6.0,0.0514108004199
595,12.0,7.0,0.0378536836615
596,12.0,8.0,0.0554074754525
597,12.0,9.0,0.116699179214
598,12.0,10.0,0.344725097326
599,12.0,11.0,0.0216448138521
600,12.0,13.0,0.0110158251071
601,12.0,14.0,0.0654577606233
602,12.0,15.0,0.409833138637
603,12.0,16.0,0.0681753395439
604,12.0,17.0,0.608552707209
605,12.0,18.0,0.0374536315975
606,12.0,19.0,0.0169038984278
607,12.0,20.0,0.0168806737111
608,12.0,21.0,0.00173269271935
609,12.0,22.0,0.0243457190843
610,12.0,23.0,0.404724063987
611,12.0,24.0,0.0480085017697
612,12.0,25.0,0.0496282414654
613,12.0,26.0,0.0234882540748
614,12.0,27.0,0.143160147348
615,12.0,28.0,0.0776286771092
616,12.0,29.0,0.10167201516
617,12.0,30.0,0.0755957995436
618,12.0,31.0,0.034220049505
619,12.0,32.0,0.0492520994657
620,12.0,33.0,0.0896508448639
621,12.0,34.0,0.0924033327117
622,12.0,35.0,0.00166237957993
623,12.0,36.0,0.0248673748942
624,12.0,37.0,0.0103679403638
625,12.0,38.0,0.0568213891076
626,12.0,39.0,0.0273712837795
627,12.0,40.0,0.0302498980666
628,12.0,41.0,0.0158303662958
629,12.0,42.0,2.17875708745
630,12.0,43.0,0.113917876775
631,12.0,44.0,4.34339151078
632,12.0,45.0,0.0176682638944
633,12.0,46.0,1.50377843558
634,12.0,47.0,0.0811682426725
635,12.0,48.0,0.593624804001
636,12.0,49.0,0.00437964168955
637,13.0,0.0,0.301932737173
638,13.0,1.0,0.0879756806154
639,13.0,2.0,0.0671522762547
640,13.0,3.0,0.0440520703945
641,13.0,4.0,0.0983815022585
642,13.0,5.0,0.0118927514272
643,13.0,6.0,0.216688266828
644,13.0,7.0,0.166160175579
645,13.0,8.0,0.0455421990359
646,13.0,9.0,0.0671616390164
647,13.0,10.0,0.0707136010052
648,13.0,11.0,0.0224019278928
649,13.0,12.0,0.0849534385784
650,13.0,14.0,0.158045502121
651,13.0,15.0,0.0412531146328
652,13.0,16.0,0.692232628937
653,13.0,17.0,0.0841756447841
654,13.0,18.0,0.159087018983
655,13.0,19.0,0.112554611637
656,13.0,20.0,1.21374403128
657,13.0,21.0,0.00299699346019
658,13.0,22.0,0.0358256500561
659,13.0,23.0,0.0842944348197
660,13.0,24.0,0.297603459002
661,13.0,25.0,0.0877304089485
662,13.0,26.0,0.0146765860674
663,13.0,27.0,0.0371763092623
664,13.0,28.0,0.0715717393407
665,13.0,29.0,0.154203934817
666,13.0,30.0,0.0482979765492
667,13.0,31.0,0.200826458756
668,13.0,32.0,0.146096308488
669,13.0,33.0,0.0723789588956
670,13.0,34.0,0.018059286297
671,13.0,35.0,0.00627682890712
672,13.0,36.0,0.0835947586215
673,13.0,37.0,1.11668784502
674,13.0,38.0,0.0786591339211
675,13.0,39.0,0.506415841291
676,13.0,40.0,0.127325655203
677,13.0,41.0,0.417619700458
678,13.0,42.0,0.118982396466
679,13.0,43.0,0.0290645861142
680,13.0,44.0,0.0845449017069
681,13.0,45.0,0.330642870888
682,13.0,46.0,0.0465597590423
683,13.0,47.0,0.87104397282
684,13.0,48.0,0.288018192815
685,13.0,49.0,0.00437381618426
686,14.0,0.0,4.51581466105
687,14.0,1.0,0.0393446750546
688,14.0,2.0,0.0487116439491
689,14.0,3.0,0.0190622438009
690,14.0,4.0,0.105561568371
691,14.0,5.0,0.00194584710108
692,14.0,6.0,0.0529832844288
693,14.0,7.0,0.0290909943865
694,14.0,8.0,0.00888484153695
695,14.0,9.0,0.0312267072997
696,14.0,10.0,0.0615737154525
697,14.0,11.0,0.00447099260489
698,14.0,12.0,0.0352054481724
699,14.0,13.0,0.0147143401236
700,14.0,15.0,0.0179942088228
701,14.0,16.0,0.137658859089
702,14.0,17.0,0.0362279021678
703,14.0,18.0,0.013263767376
704,14.0,19.0,0.037016358302
705,14.0,20.0,0.0397531716541
706,14.0,21.0,0.00273551478326
707,14.0,22.0,0.00772451582152
708,14.0,23.0,0.0723522693035
709,14.0,24.0,0.587947837349
710,14.0,25.0,0.0760752426585
711,14.0,26.0,0.00499311443069
712,14.0,27.0,0.0460868729869
713,14.0,28.0,0.0905622606647
714,14.0,29.0,1.62537630002
715,14.0,30.0,0.0104925680019
716,14.0,31.0,0.00917200939727
717,14.0,32.0,0.32100368525
718,14.0,33.0,0.0526155105662
719,14.0,34.0,0.0195738638229
720,14.0,35.0,0.000700572690764
721,14.0,36.0,0.0829028325266
722,14.0,37.0,0.0227720838998
723,14.0,38.0,0.0175984976344
724,14.0,39.0,0.05257220746
725,14.0,40.0,0.469704977431
726,14.0,41.0,0.0262793478324
727,14.0,42.0,0.0539618911741
728,14.0,43.0,0.0240380784408
729,14.0,44.0,0.0743753925163
730,14.0,45.0,0.058507541939
731,14.0,46.0,0.0173626181917
732,14.0,47.0,0.171643537111
733,14.0,48.0,0.08203933581
734,14.0,49.0,0.00548137449444
735,15.0,0.0,0.0581566673953
736,15.0,1.0,0.0459127164436
737,15.0,2.0,0.00346741053342
738,15.0,3.0,0.221187969722
739,15.0,4.0,0.035937429035
740,15.0,5.0,0.00259392325404
741,15.0,6.0,0.0170369664932
742,15.0,7.0,0.0105316477448
743,15.0,8.0,0.0170509437178
744,15.0,9.0,0.0177539101776
745,15.0,10.0,2.58931592765
746,15.0,11.0,0.00574644187674
747,15.0,12.0,0.279795488317
748,15.0,13.0,0.00369950258133
749,15.0,14.0,0.0208446486963
750,15.0,16.0,0.0224529764326
751,15.0,17.0,0.0656503923048
752,15.0,18.0,0.0056578245122
753,15.0,19.0,0.00556338498091
754,15.0,20.0,0.0112137207683
755,15.0,21.0,0.000609131768053
756,15.0,22.0,0.00495470288873
757,15.0,23.0,1.14661301731
758,15.0,24.0,0.0234609122577
759,15.0,25.0,0.0216028322319
760,15.0,26.0,0.00811093309415
761,15.0,27.0,0.0573886487246
762,15.0,28.0,0.0495763464277
763,15.0,29.0,0.0475338328146
764,15.0,30.0,0.0289532142903
765,15.0,31.0,0.0129641449532
766,15.0,32.0,0.0346871448294
767,15.0,33.0,0.127649988193
768,15.0,34.0,0.0567917830693
769,15.0,35.0,0.0004095233663
770,15.0,36.0,0.0108366988537
771,15.0,37.0,0.00598191943043
772,15.0,38.0,0.0197384672683
773,15.0,39.0,0.00846176017794
774,15.0,40.0,0.0094293905255
775,15.0,41.0,0.00691472901891
776,15.0,42.0,3.8000467544
777,15.0,43.0,0.158273359508
778,15.0,44.0,0.14257518312
779,15.0,45.0,0.0132140079962
780,15.0,46.0,0.112263719412
781,15.0,47.0,0.0197775006638
782,15.0,48.0,0.121101332126
783,15.0,49.0,0.0030410234091
784,16.0,0.0,0.142791165243
785,16.0,1.0,0.0255346892981
786,16.0,2.0,0.0852351000058
787,16.0,3.0,0.0076165321064
788,16.0,4.0,0.026210239938
789,16.0,5.0,0.00175739112074
