,a,b,w
790,16.0,6.0,0.0773832330746
791,16.0,7.0,0.0337039285774
792,16.0,8.0,0.0065943541385
793,16.0,9.0,0.0160129817859
794,16.0,10.0,0.0172788368703
795,16.0,11.0,0.00408610976039
796,16.0,12.0,0.0232864577735
797,16.0,13.0,0.031956903893
798,16.0,14.0,0.0913500980238
799,16.0,15.0,0.0110946327525
800,16.0,17.0,0.0163455227883
801,16.0,18.0,0.0192631076204
802,16.0,19.0,0.0976855273052
803,16.0,20.0,0.0905695630946
804,16.0,21.0,0.00175092401225
805,16.0,22.0,0.00491254381582
806,16.0,23.0,0.0302491750372
807,16.0,24.0,0.200960611605
808,16.0,25.0,0.0206025123779
809,16.0,26.0,0.00287528546521
810,16.0,27.0,0.00773033961945
811,16.0,28.0,0.0260505484222
812,16.0,29.0,0.0974011962375
813,16.0,30.0,0.00975375731668
814,16.0,31.0,0.0125519408577
815,16.0,32.0,0.0427231777109
816,16.0,33.0,0.0103295289797
817,16.0,34.0,0.00642225186572
818,16.0,35.0,0.000902411593273
819,16.0,36.0,0.0242950510976
820,16.0,37.0,0.0445466938945
821,16.0,38.0,0.0123258968821
822,16.0,39.0,1.32795336418
823,16.0,40.0,0.188057074341
824,16.0,41.0,0.0986232798781
825,16.0,42.0,0.0314767478855
826,16.0,43.0,0.0107478195639
827,16.0,44.0,0.0214853284924
828,16.0,45.0,0.0414781084216
829,16.0,46.0,0.00704826222403
830,16.0,47.0,10.1486557357
831,16.0,48.0,0.0435897932205
832,16.0,49.0,0.00124758107741
833,17.0,0.0,0.168580851008
834,17.0,1.0,0.0520031462784
835,17.0,2.0,0.00883606759793
836,17.0,3.0,0.0593575222033
837,17.0,4.0,0.0636623966544
838,17.0,5.0,0.0191754295995
839,17.0,6.0,0.116248811051
840,17.0,7.0,0.0797908037243
841,17.0,8.0,0.127897926912
842,17.0,9.0,0.25924286293
843,17.0,10.0,0.266208232742
844,17.0,11.0,0.0202866898597
845,17.0,12.0,1.09713333281
846,17.0,13.0,0.0174812449234
847,17.0,14.0,0.0802891432302
848,17.0,15.0,0.188367037179
849,17.0,16.0,0.0736308847935
850,17.0,18.0,0.0772447446263
851,17.0,19.0,0.0228493730924
852,17.0,20.0,0.0284149669895
853,17.0,21.0,0.00155693207586
854,17.0,22.0,0.0530621248361
855,17.0,23.0,0.224515108659
856,17.0,24.0,0.0533463640928
857,17.0,25.0,0.0403891911965
858,17.0,26.0,0.0305770693747
859,17.0,27.0,0.0889362102407
860,17.0,28.0,0.0518703182275
861,17.0,29.0,0.132308059777
862,17.0,30.0,0.241090910353
863,17.0,31.0,0.0672304454384
864,17.0,32.0,0.0740411348296
865,17.0,33.0,0.0925767282279
866,17.0,34.0,0.0556511834444
867,17.0,35.0,0.00375893549922
868,17.0,36.0,0.0216360749892
869,17.0,37.0,0.0231069822075
870,17.0,38.0,0.0794050826391
871,17.0,39.0,0.0396650506639
872,17.0,40.0,0.0430877282675
873,17.0,41.0,0.0291453844833
874,17.0,42.0,0.403559549739
875,17.0,43.0,0.0545518888038
876,17.0,44.0,0.49536520792
877,17.0,45.0,0.0284732843499
878,17.0,46.0,1.69712032743
879,17.0,47.0,0.0792723835412
880,17.0,48.0,3.21302496395
881,17.0,49.0,0.00250546224224
882,18.0,0.0,0.031290738476
883,18.0,1.0,0.0122376041636
884,18.0,2.0,0.00536357114594
885,18.0,3.0,0.0096724974832
886,18.0,4.0,0.00845106851715
887,18.0,5.0,0.0375643020499
888,18.0,6.0,0.124098905067
889,18.0,7.0,0.163519237783
890,18.0,8.0,0.0203503300042
891,18.0,9.0,0.0530906085793
892,18.0,10.0,0.0194416173196
893,18.0,11.0,0.014980303037
894,18.0,12.0,0.0264585762681
895,18.0,13.0,0.0222800345105
896,18.0,14.0,0.0235575807135
897,18.0,15.0,0.0115158422984
898,18.0,16.0,0.0398307347109
899,18.0,17.0,0.0348314858725
900,18.0,19.0,0.0126419356419
901,18.0,20.0,0.0232038865407
902,18.0,21.0,0.000519238981767
903,18.0,22.0,0.0736640690559
904,18.0,23.0,0.0236574663763
905,18.0,24.0,0.0366668608062
906,18.0,25.0,0.00968310261027
907,18.0,26.0,0.00592431556979
908,18.0,27.0,0.0137927604323
909,18.0,28.0,0.0206220981455
910,18.0,29.0,0.0324570172093
911,18.0,30.0,0.0330666308499
912,18.0,31.0,8.13534072223
913,18.0,32.0,0.0165339156807
914,18.0,33.0,0.0113058385757
915,18.0,34.0,0.00590326332552
916,18.0,35.0,0.35471296535
917,18.0,36.0,0.00846628859008
918,18.0,37.0,0.0138201367378
919,18.0,38.0,0.0624586920293
920,18.0,39.0,0.0244088903903
921,18.0,40.0,0.0193500903627
922,18.0,41.0,0.0294074708868
923,18.0,42.0,0.0524851379349
924,18.0,43.0,0.00853238922783
925,18.0,44.0,0.0334078396862
926,18.0,45.0,0.0157502490204
927,18.0,46.0,0.0173141478271
928,18.0,47.0,0.0756420583607
929,18.0,48.0,0.156942309261
930,18.0,49.0,0.000656419347531
931,19.0,0.0,0.249339435641
932,19.0,1.0,0.0466425553977
933,19.0,2.0,0.038773383716
934,19.0,3.0,0.020392175518
935,19.0,4.0,0.0361804293618
936,19.0,5.0,0.0069888865259
937,19.0,6.0,0.430030207907
938,19.0,7.0,0.180501914579
939,19.0,8.0,0.0150179500778
940,19.0,9.0,0.1117211476
941,19.0,10.0,0.033194792601
942,19.0,11.0,0.00801472888128
943,19.0,12.0,0.0599385437155
944,19.0,13.0,0.042371142054
945,19.0,14.0,0.145115061489
946,19.0,15.0,0.0256644468556
947,19.0,16.0,0.581622448895
948,19.0,17.0,0.0407056908213
949,19.0,18.0,0.0533511931408
950,19.0,20.0,0.0453110256446
951,19.0,21.0,0.00138917237168
952,19.0,22.0,0.0270207063244
953,19.0,23.0,0.0503751349394
954,19.0,24.0,0.201694343819
955,19.0,25.0,0.031536065852
956,19.0,26.0,0.00532393610144
957,19.0,27.0,0.0270454295288
958,19.0,28.0,0.0516684904225
959,19.0,29.0,0.27835930087
960,19.0,30.0,0.0273857568017
961,19.0,31.0,0.032712712257
962,19.0,32.0,0.0579408312322
963,19.0,33.0,0.0272685407345
964,19.0,34.0,0.0159948658535
965,19.0,35.0,0.00166275939587
966,19.0,36.0,0.0179414842079
967,19.0,37.0,0.0537057737722
968,19.0,38.0,0.0346170030154
969,19.0,39.0,0.189449730692
970,19.0,40.0,0.15255817446
971,19.0,41.0,0.191659467118
972,19.0,42.0,0.0661017574059
973,19.0,43.0,0.019170307125
974,19.0,44.0,0.0600594329447
975,19.0,45.0,0.0399088041514
976,19.0,46.0,0.0414647876917
977,19.0,47.0,0.798172306397
978,19.0,48.0,0.156343061149
979,19.0,49.0,0.00291795929479
980,20.0,0.0,0.358205493342
981,20.0,1.0,0.115468888009
982,20.0,2.0,0.124050410455
983,20.0,3.0,0.0506205626633
984,20.0,4.0,0.180306071737
985,20.0,5.0,0.00539222831462
986,20.0,6.0,0.170658950362
987,20.0,7.0,0.117252355311
988,20.0,8.0,0.0157775540652
989,20.0,9.0,0.0659660098383
990,20.0,10.0,0.101832288964
991,20.0,11.0,0.0196571031248
992,20.0,12.0,0.106770869646
993,20.0,13.0,0.720733254015
994,20.0,14.0,0.215041936684
995,20.0,15.0,0.0553476744906
996,20.0,16.0,1.06591478543
997,20.0,17.0,0.0589804939347
998,20.0,18.0,0.0990720678887
999,20.0,19.0,0.0628237762391
1000,20.0,21.0,0.00919423596095
1001,20.0,22.0,0.0290291365355
1002,20.0,23.0,0.115414621893
1003,20.0,24.0,0.615009437076
1004,20.0,25.0,0.128205142397
1005,20.0,26.0,0.011105803092
1006,20.0,27.0,0.0596454275454
1007,20.0,28.0,0.0776966962373
1008,20.0,29.0,0.223713682935
1009,20.0,30.0,0.031760769291
1010,20.0,31.0,0.0784948833409
1011,20.0,32.0,0.202065940696
1012,20.0,33.0,0.0670267317804
1013,20.0,34.0,0.0260518346919
1014,20.0,35.0,0.00380518939946
1015,20.0,36.0,0.197526041745
1016,20.0,37.0,3.857852336
1017,20.0,38.0,0.0692418036859
1018,20.0,39.0,0.456645748962
1019,20.0,40.0,0.244074396304
1020,20.0,41.0,0.30504458945
1021,20.0,42.0,0.166247206546
1022,20.0,43.0,0.0610713204011
1023,20.0,44.0,0.0769862118273
1024,20.0,45.0,1.41664436613
1025,20.0,46.0,0.0426959721563
1026,20.0,47.0,0.756394169475
1027,20.0,48.0,0.127501382269
1028,20.0,49.0,0.00665139455152
1029,21.0,0.0,0.105514502017
1030,21.0,1.0,0.175708643833
1031,21.0,2.0,0.00658445993044
1032,21.0,3.0,0.0254042703871
1033,21.0,4.0,0.186321363329
1034,21.0,5.0,0.00269392135643
1035,21.0,6.0,0.0295430028924
1036,21.0,7.0,0.0126012029077
1037,21.0,8.0,0.0119886877027
1038,21.0,9.0,0.016039226349
1039,21.0,10.0,0.0829592005714
1040,21.0,11.0,0.00514596049767
1041,21.0,12.0,0.0340405335357
1042,21.0,13.0,0.0218997882804
1043,21.0,14.0,0.0436983874342
1044,21.0,15.0,0.0343167972355
1045,21.0,16.0,0.0416737049086
1046,21.0,17.0,0.0294586137566
1047,21.0,18.0,0.0179285522979
1048,21.0,19.0,0.0133985884776
1049,21.0,20.0,0.054612420419
1050,21.0,22.0,0.0052929336231
1051,21.0,23.0,0.0609462736412
1052,21.0,24.0,0.0722892460368
1053,21.0,25.0,0.101476690114
1054,21.0,26.0,0.00699593547865
1055,21.0,27.0,0.0297424534084
1056,21.0,28.0,0.122523559441
1057,21.0,29.0,0.0705303974051
1058,21.0,30.0,0.0176173143618
1059,21.0,31.0,0.0217955890749
1060,21.0,32.0,0.10076456864
1061,21.0,33.0,0.0438435746997
1062,21.0,34.0,0.0189213108462
1063,21.0,35.0,0.000605839053813
1064,21.0,36.0,0.258357501843
1065,21.0,37.0,0.0242957549339
1066,21.0,38.0,0.0187623410702
1067,21.0,39.0,0.025377067732
1068,21.0,40.0,0.038319254983
1069,21.0,41.0,0.0163753109572
1070,21.0,42.0,0.0927883710415
1071,21.0,43.0,0.046850825656
1072,21.0,44.0,0.035049672055
1073,21.0,45.0,0.139435644677
1074,21.0,46.0,0.017179018591
1075,21.0,47.0,0.0598886811127
1076,21.0,48.0,0.0458522468592
1077,21.0,49.0,0.00285236083369
1078,22.0,0.0,0.0759747972246
1079,22.0,1.0,0.0286226732367
1080,22.0,2.0,0.00906040578699
1081,22.0,3.0,0.0173447594438
1082,22.0,4.0,0.0180775057025
1083,22.0,5.0,0.0556141687447
1084,22.0,6.0,0.348243378535
1085,22.0,7.0,0.24196731134
1086,22.0,8.0,0.0473800344699
1087,22.0,9.0,0.378971231311
1088,22.0,10.0,0.0336262127396
1089,22.0,11.0,0.0371972097009
1090,22.0,12.0,0.0972159661199
1091,22.0,13.0,0.026712513719
1092,22.0,14.0,0.0379918412755
1093,22.0,15.0,0.0326705201782
1094,22.0,16.0,0.074940591452
1095,22.0,17.0,0.165510904736
1096,22.0,18.0,0.368798123761
1097,22.0,19.0,0.0300569369435
1098,22.0,20.0,0.0296660173328
1099,22.0,21.0,0.00118153506309
1100,22.0,23.0,0.0627313367868
1101,22.0,24.0,0.0552597285832
1102,22.0,25.0,0.0146340770636
1103,22.0,26.0,0.0125938246236
1104,22.0,27.0,0.0397788337857
1105,22.0,28.0,0.0189371670748
1106,22.0,29.0,0.0328429268486
1107,22.0,30.0,0.086549399026
1108,22.0,31.0,0.3769197681
1109,22.0,32.0,0.0449138872451
1110,22.0,33.0,0.020671679225
1111,22.0,34.0,0.0131092876621
1112,22.0,35.0,0.0101419252163
1113,22.0,36.0,0.0168297352701
1114,22.0,37.0,0.0133274268746
1115,22.0,38.0,0.0938929563091
1116,22.0,39.0,0.0386631422818
1117,22.0,40.0,0.0461754641948
1118,22.0,41.0,0.0412585016367
1119,22.0,42.0,0.124232542414
1120,22.0,43.0,0.0155593861869
1121,22.0,44.0,0.0879154168543
1122,22.0,45.0,0.0214618909395
1123,22.0,46.0,0.0390287896389
1124,22.0,47.0,0.112091800365
1125,22.0,48.0,0.670513808949
1126,22.0,49.0,0.00122030321761
1127,23.0,0.0,0.0935548085921
1128,23.0,1.0,0.114187897663
1129,23.0,2.0,0.00476020209276
1130,23.0,3.0,0.250991235359
1131,23.0,4.0,0.0757980918774
1132,23.0,5.0,0.00441353294797
1133,23.0,6.0,0.015626704492
1134,23.0,7.0,0.0202707439866
1135,23.0,8.0,0.0157326384911
1136,23.0,9.0,0.0226383201872
1137,23.0,10.0,6.68352110973
1138,23.0,11.0,0.00961432655413
1139,23.0,12.0,0.266222491327
1140,23.0,13.0,0.00658261117643
1141,23.0,14.0,0.0477153823044
1142,23.0,15.0,1.12604025477
1143,23.0,16.0,0.0202827622702
1144,23.0,17.0,0.0476796452779
1145,23.0,18.0,0.0172752918055
1146,23.0,19.0,0.00826470817087
1147,23.0,20.0,0.0211089099624
1148,23.0,21.0,0.00188577806529
1149,23.0,22.0,0.00697071475801
1150,23.0,24.0,0.0478897045731
1151,23.0,25.0,0.0435875719656
1152,23.0,26.0,0.0170803031264
1153,23.0,27.0,0.244349863973
1154,23.0,28.0,0.129088936914
1155,23.0,29.0,0.0510607558229
1156,23.0,30.0,0.0234628269053
1157,23.0,31.0,0.0130062140301
1158,23.0,32.0,0.0938186799893
1159,23.0,33.0,0.337802026908
1160,23.0,34.0,0.336438445202
1161,23.0,35.0,0.000903793921366
1162,23.0,36.0,0.0283231164286
1163,23.0,37.0,0.00726433201582
1164,23.0,38.0,0.0194686429347
1165,23.0,39.0,0.0132017285152
1166,23.0,40.0,0.0220561242865
1167,23.0,41.0,0.0121570191334
1168,23.0,42.0,2.75234498951
1169,23.0,43.0,0.273577539203
1170,23.0,44.0,0.326666338941
1171,23.0,45.0,0.0159299768649
1172,23.0,46.0,0.100653056962
1173,23.0,47.0,0.0425266723444
1174,23.0,48.0,0.0774857964327
1175,23.0,49.0,0.00808342504105
1176,24.0,0.0,1.316972974
1177,24.0,1.0,0.0834426027387
1178,24.0,2.0,0.541966723847
1179,24.0,3.0,0.0244555830729
1180,24.0,4.0,0.12260061914
1181,24.0,5.0,0.0036152209888
1182,24.0,6.0,0.0820185012998
1183,24.0,7.0,0.0686861419028
1184,24.0,8.0,0.0139498946367
1185,24.0,9.0,0.0506521659566
1186,24.0,10.0,0.0680594297595
1187,24.0,11.0,0.00949867012851
1188,24.0,12.0,0.0581529369461
1189,24.0,13.0,0.0571150358072
1190,24.0,14.0,0.799792819687
1191,24.0,15.0,0.0193133077618
1192,24.0,16.0,1.19996643947
1193,24.0,17.0,0.0473140366413
1194,24.0,18.0,0.0407122150187
1195,24.0,19.0,0.104477256685
1196,24.0,20.0,0.124030145599
1197,24.0,21.0,0.00205067191554
1198,24.0,22.0,0.00812804424957
1199,24.0,23.0,0.0711047552357
1200,24.0,25.0,0.0630508945432
1201,24.0,26.0,0.00772167512111
1202,24.0,27.0,0.0431946608858
1203,24.0,28.0,0.0776181963894
1204,24.0,29.0,0.739473367418
1205,24.0,30.0,0.0290207297164
1206,24.0,31.0,0.024426682713
1207,24.0,32.0,0.27302414229
1208,24.0,33.0,0.0453955977579
1209,24.0,34.0,0.0266100327582
1210,24.0,35.0,0.00109051737257
1211,24.0,36.0,0.128684863134
1212,24.0,37.0,0.06468300596
1213,24.0,38.0,0.0173775878379
1214,24.0,39.0,0.169684231233
1215,24.0,40.0,3.25664930835
1216,24.0,41.0,0.10118156893
1217,24.0,42.0,0.0975253735113
1218,24.0,43.0,0.0385615959216
1219,24.0,44.0,0.0527244803409
1220,24.0,45.0,0.10887905053
1221,24.0,46.0,0.0323009257754
1222,24.0,47.0,0.819450377155
1223,24.0,48.0,0.131119298082
1224,24.0,49.0,0.00566856608828
1225,25.0,0.0,0.220452277303
1226,25.0,1.0,0.0902515463724
1227,25.0,2.0,0.0127155476309
1228,25.0,3.0,0.039698103804
1229,25.0,4.0,1.29494005455
1230,25.0,5.0,0.00226412320659
1231,25.0,6.0,0.01712575978
1232,25.0,7.0,0.0196759074205
1233,25.0,8.0,0.0088420729128
1234,25.0,9.0,0.0194947828513
1235,25.0,10.0,0.0759525462678
1236,25.0,11.0,0.00510441940992
1237,25.0,12.0,0.0447525550495
1238,25.0,13.0,0.00776610449135
1239,25.0,14.0,0.14897720495
1240,25.0,15.0,0.0417218636041
1241,25.0,16.0,0.0831924433287
1242,25.0,17.0,0.0338743570815
1243,25.0,18.0,0.0118317995676
1244,25.0,19.0,0.0112046761955
1245,25.0,20.0,0.0354797500663
1246,25.0,21.0,0.0060389112563
1247,25.0,22.0,0.00474616948422
1248,25.0,23.0,0.0930864293202
1249,25.0,24.0,0.108795611864
1250,25.0,26.0,0.00584957731855
1251,25.0,27.0,0.0407268089702
1252,25.0,28.0,1.09576656374
1253,25.0,29.0,0.156383867705
1254,25.0,30.0,0.0125225700573
1255,25.0,31.0,0.0167610890724
1256,25.0,32.0,3.8790924872
1257,25.0,33.0,0.0784729809323
1258,25.0,34.0,0.0419296491838
1259,25.0,35.0,0.000406033608471
1260,25.0,36.0,0.197813834568
1261,25.0,37.0,0.0199753322957
1262,25.0,38.0,0.0153129315447
1263,25.0,39.0,0.0278843845894
1264,25.0,40.0,0.0786985891714
1265,25.0,41.0,0.0192629249375
1266,25.0,42.0,0.100863149146
1267,25.0,43.0,0.0426129745292
1268,25.0,44.0,0.0609759702901
1269,25.0,45.0,0.0681990278728
1270,25.0,46.0,0.0242119953257
1271,25.0,47.0,0.077995949111
1272,25.0,48.0,0.0737620013488
1273,25.0,49.0,0.0190300526379
1274,26.0,0.0,0.171564219605
1275,26.0,1.0,0.169581670977
1276,26.0,2.0,0.0163482476693
1277,26.0,3.0,0.164638841969
1278,26.0,4.0,0.0650168685423
1279,26.0,5.0,0.0344091807081
1280,26.0,6.0,0.102653947186
1281,26.0,7.0,0.0651864496397
1282,26.0,8.0,0.445487201048
1283,26.0,9.0,0.115918532128
1284,26.0,10.0,0.431533279287
1285,26.0,11.0,0.158500208303
1286,26.0,12.0,0.267909550081
1287,26.0,13.0,0.0231300737402
1288,26.0,14.0,0.0597595734104
1289,26.0,15.0,0.312989354953
1290,26.0,16.0,0.100464553449
1291,26.0,17.0,0.279337087286
1292,26.0,18.0,0.108430434328
1293,26.0,19.0,0.0139139665626
1294,26.0,20.0,0.0716188327768
1295,26.0,21.0,0.00485590494168
1296,26.0,22.0,0.0243447329477
1297,26.0,23.0,0.213864384153
1298,26.0,24.0,0.0580212232595
1299,26.0,25.0,0.0673272293108
1300,26.0,27.0,0.0675867636217
1301,26.0,28.0,0.125295812713
1302,26.0,29.0,0.1190828321
1303,26.0,30.0,0.336911044694
1304,26.0,31.0,0.0826523522206
1305,26.0,32.0,0.0595246278668
1306,26.0,33.0,0.199940457518
1307,26.0,34.0,0.0485364480286
1308,26.0,35.0,0.00459862002473
1309,26.0,36.0,0.0559768559622
1310,26.0,37.0,0.0409242431603
1311,26.0,38.0,0.422519898772
1312,26.0,39.0,0.0311133301486
1313,26.0,40.0,0.038561611509
1314,26.0,41.0,0.0304306974382
1315,26.0,42.0,0.553049017428
1316,26.0,43.0,0.154014910991
1317,26.0,44.0,0.226025434091
1318,26.0,45.0,0.0345020351956
1319,26.0,46.0,0.221275176412
1320,26.0,47.0,0.11330218399
1321,26.0,48.0,0.463765695526
1322,26.0,49.0,0.00538681400498
1323,27.0,0.0,0.315605743398
1324,27.0,1.0,0.14358542334
1325,27.0,2.0,0.012429643273
1326,27.0,3.0,0.142553009434
1327,27.0,4.0,0.094704448197
1328,27.0,5.0,0.00465897068483
1329,27.0,6.0,0.05274253049
1330,27.0,7.0,0.0281125631972
1331,27.0,8.0,0.0192270434935
1332,27.0,9.0,0.0790578176279
1333,27.0,10.0,0.395459506324
1334,27.0,11.0,0.00939350825666
1335,27.0,12.0,0.259820738341
1336,27.0,13.0,0.0112684383386
1337,27.0,14.0,0.118478048722
1338,27.0,15.0,0.256237489275
1339,27.0,16.0,0.0495012564408
1340,27.0,17.0,0.0813939509831
1341,27.0,18.0,0.0200305489988
1342,27.0,19.0,0.0195128639217
1343,27.0,20.0,0.0333654840621
1344,27.0,21.0,0.00216356236957
1345,27.0,22.0,0.010927172623
1346,27.0,23.0,0.527732123034
1347,27.0,24.0,0.0957272502603
1348,27.0,25.0,0.0906641195434
1349,27.0,26.0,0.0124198436859
1350,27.0,28.0,0.286873708515
1351,27.0,29.0,0.270159992544
1352,27.0,30.0,0.0274516063618
1353,27.0,31.0,0.0254152150249
1354,27.0,32.0,0.270065327232
1355,27.0,33.0,0.134475130882
1356,27.0,34.0,1.58514162193
1357,27.0,35.0,0.000793311142041
1358,27.0,36.0,0.0472036815897
1359,27.0,37.0,0.0142160496239
1360,27.0,38.0,0.0284337722172
1361,27.0,39.0,0.0281725514523
1362,27.0,40.0,0.0689710295758
1363,27.0,41.0,0.0233086578026
1364,27.0,42.0,0.571069936896
1365,27.0,43.0,0.164118036889
1366,27.0,44.0,0.436734418682
1367,27.0,45.0,0.0279659465183
1368,27.0,46.0,0.090456908867
1369,27.0,47.0,0.0557149832559
1370,27.0,48.0,0.169826314233
1371,27.0,49.0,0.0208895834596
1372,28.0,0.0,0.515791346134
1373,28.0,1.0,0.862615874224
1374,28.0,2.0,0.0272098324922
1375,28.0,3.0,0.226664967504
1376,28.0,4.0,1.44266962094
1377,28.0,5.0,0.00467720492468
1378,28.0,6.0,0.0578426103702
1379,28.0,7.0,0.0287552158165
1380,28.0,8.0,0.0280673130135
1381,28.0,9.0,0.0713855166418
1382,28.0,10.0,0.448483877342
1383,28.0,11.0,0.0176927639685
1384,28.0,12.0,0.176397554578
1385,28.0,13.0,0.0185533377016
1386,28.0,14.0,0.293265053642
1387,28.0,15.0,0.162231384684
1388,28.0,16.0,0.160275121161
1389,28.0,17.0,0.082784385859
1390,28.0,18.0,0.0247985137916
1391,28.0,19.0,0.0308727391974
1392,28.0,20.0,0.0485206228724
1393,28.0,21.0,0.00943002141209
1394,28.0,22.0,0.0128672600604
1395,28.0,23.0,0.401450483865
1396,28.0,24.0,0.210197844109
1397,28.0,25.0,1.40887621574
1398,28.0,26.0,0.0146925223025
1399,28.0,27.0,0.456902724223
1400,28.0,29.0,0.333877787387
1401,28.0,30.0,0.035464746978
1402,28.0,31.0,0.0323484791774
1403,28.0,32.0,1.41314531231
1404,28.0,33.0,0.580075788841
1405,28.0,34.0,0.149986511156
1406,28.0,35.0,0.001326061526
1407,28.0,36.0,0.237791185631
1408,28.0,37.0,0.0251055982281
1409,28.0,38.0,0.0394553188529
1410,28.0,39.0,0.0330993865506
1411,28.0,40.0,0.108049981763
1412,28.0,41.0,0.0388990797487
1413,28.0,42.0,0.356144078688
1414,28.0,43.0,0.339677258642
1415,28.0,44.0,0.191425675683
1416,28.0,45.0,0.102422940815
1417,28.0,46.0,0.0581557445651
1418,28.0,47.0,0.139154261372
1419,28.0,48.0,0.138896107872
1420,28.0,49.0,0.280740342942
1421,29.0,0.0,9.05670187555
1422,29.0,1.0,0.0312888680198
1423,29.0,2.0,0.0207888731888
1424,29.0,3.0,0.00966373187763
1425,29.0,4.0,0.0323577603618
1426,29.0,5.0,0.00156626259567
1427,29.0,6.0,0.0330153204184
1428,29.0,7.0,0.0145480911785
1429,29.0,8.0,0.00283906895938
1430,29.0,9.0,0.0270389623347
1431,29.0,10.0,0.0199584903614
1432,29.0,11.0,0.0030175800788
1433,29.0,12.0,0.0286594491052
1434,29.0,13.0,0.0055887912292
1435,29.0,14.0,0.519908822982
1436,29.0,15.0,0.0129300500912
1437,29.0,16.0,0.0596417051035
1438,29.0,17.0,0.0200141834351
1439,29.0,18.0,0.0114219105647
1440,29.0,19.0,0.0233323607047
1441,29.0,20.0,0.0206632076399
1442,29.0,21.0,0.000969482073044
1443,29.0,22.0,0.00492386827294
1444,29.0,23.0,0.0302467181882
1445,29.0,24.0,0.177421422606
1446,29.0,25.0,0.0500462779127
1447,29.0,26.0,0.00283170336885
1448,29.0,27.0,0.0434671916807
1449,29.0,28.0,0.0239666937317
1450,29.0,30.0,0.0108223816617
1451,29.0,31.0,0.0103127418625
1452,29.0,32.0,0.114439089841
1453,29.0,33.0,0.0185186079199
1454,29.0,34.0,0.0175217435053
1455,29.0,35.0,0.000360556451626
1456,29.0,36.0,0.03109063352
1457,29.0,37.0,0.0103955393748
1458,29.0,38.0,0.00963405714965
1459,29.0,39.0,0.0191870486762
1460,29.0,40.0,0.244084608991
1461,29.0,41.0,0.0108001129405
1462,29.0,42.0,0.0360200776812
1463,29.0,43.0,0.0119316847454
1464,29.0,44.0,0.0452274515769
1465,29.0,45.0,0.0167581127465
1466,29.0,46.0,0.0137067706845
1467,29.0,47.0,0.0879468085385
1468,29.0,48.0,0.0712068479549
1469,29.0,49.0,0.00274649785827
1470,30.0,0.0,0.154684981875
1471,30.0,1.0,0.0924967030637
1472,30.0,2.0,0.011019108619
1473,30.0,3.0,0.0798054830219
1474,30.0,4.0,0.0617263478628
1475,30.0,5.0,0.114239576294
1476,30.0,6.0,0.167049591678
1477,30.0,7.0,0.108575800775
1478,30.0,8.0,2.57639940623
1479,30.0,9.0,0.233241194225
1480,30.0,10.0,0.147459847761
1481,30.0,11.0,0.694908861868
1482,30.0,12.0,0.326616651443
1483,30.0,13.0,0.0233857118423
1484,30.0,14.0,0.0405996730797
1485,30.0,15.0,0.138162178753
1486,30.0,16.0,0.104933191097
1487,30.0,17.0,0.521086880141
1488,30.0,18.0,0.161626645462
1489,30.0,19.0,0.0297094362971
1490,30.0,20.0,0.0452749779279
1491,30.0,21.0,0.00241359818149
1492,30.0,22.0,0.0784978917906
1493,30.0,23.0,0.199327045418
1494,30.0,24.0,0.0603619893099
1495,30.0,25.0,0.0266681577906
1496,30.0,26.0,0.0964328048895
1497,30.0,27.0,0.0567225091992
1498,30.0,28.0,0.0555644866739
1499,30.0,29.0,0.0774231980962
1500,30.0,31.0,0.135757409468
1501,30.0,32.0,0.0769362636994
1502,30.0,33.0,0.0781057239812
1503,30.0,34.0,0.0314523476905
1504,30.0,35.0,0.0113730694386
1505,30.0,36.0,0.019677675586
1506,30.0,37.0,0.0316031243112
1507,30.0,38.0,0.937715261542
1508,30.0,39.0,0.0429821532921
1509,30.0,40.0,0.045275911368
1510,30.0,41.0,0.0470645717852
1511,30.0,42.0,0.450578263014
1512,30.0,43.0,0.0664611351915
1513,30.0,44.0,0.281378766721
1514,30.0,45.0,0.0358160936917
1515,30.0,46.0,0.322708386536
1516,30.0,47.0,0.144708756839
1517,30.0,48.0,0.693941048799
1518,30.0,49.0,0.00389444398811
1519,31.0,0.0,0.0541372548674
1520,31.0,1.0,0.0168152171763
1521,31.0,2.0,0.00608021929985
1522,31.0,3.0,0.0102294230736
1523,31.0,4.0,0.0180966799023
1524,31.0,5.0,0.0321871680299
1525,31.0,6.0,0.08673069215
1526,31.0,7.0,0.0720331113216
1527,31.0,8.0,0.0245174135865
1528,31.0,9.0,0.0781001068565
1529,31.0,10.0,0.0273392031491
1530,31.0,11.0,0.0272690402814
1531,31.0,12.0,0.0309333646856
1532,31.0,13.0,0.0204214938947
1533,31.0,14.0,0.00991154128546
1534,31.0,15.0,0.0158610637182
1535,31.0,16.0,0.0530068522615
1536,31.0,17.0,0.0559838018449
1537,31.0,18.0,8.29348811226
1538,31.0,19.0,0.0150749811224
1539,31.0,20.0,0.0311425410992
1540,31.0,21.0,0.00074964267862
1541,31.0,22.0,0.0587126560097
1542,31.0,23.0,0.0257176593481
1543,31.0,24.0,0.0250652082268
1544,31.0,25.0,0.00963771947265
1545,31.0,26.0,0.0090799346407
1546,31.0,27.0,0.012116012131
1547,31.0,28.0,0.00777026094788
1548,31.0,29.0,0.0284308642558
1549,31.0,30.0,0.0573145205084
1550,31.0,32.0,0.0240379560278
